tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
567788341538861056,negative,1.0,Cancelled Flight,1.0,United,,DC_Geoff,,0,@united 3359 which you finally Cancelled Flightled.,,2015-02-17 12:51:04 -0800,"Washington, DC",Atlantic Time (Canada)
567860067602558977,neutral,0.6669,,,Delta,,JetBlueNews,,0,@JetBlue becomes first #airline to accept #Apple Pay - Future #Travel Experience http://t.co/czOr4nyh9n,,2015-02-17 17:36:05 -0800,USA,Sydney
570264316743544832,negative,1.0,Customer Service Issue,1.0,Southwest,,gabehosler,,0,@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED,"[38.30097379, -122.30180037]",2015-02-24 08:49:42 -0800,"San Diego,  CA",Pacific Time (US & Canada)
569987325347954688,neutral,1.0,,,Delta,,MrDarqCloud,,0,@JetBlue lmfao.,,2015-02-23 14:29:02 -0800,The Road to Damascus,Quito
568077470085341184,negative,1.0,Can't Tell,1.0,US Airways,,mark7579,,0,@USAirways Does your company see passengers as customers or just $$$?,,2015-02-18 07:59:57 -0800,"Richmond, Virginia",Lima
569927288751587328,negative,1.0,Can't Tell,1.0,Delta,,TatianaKing,,31,STOP. USING.THIS.WORD. IF. YOU'RE. A. COMPANY. RT @JetBlue: Our fleet's on fleek. http://t.co/Fd2TNYcTrB,,2015-02-23 10:30:29 -0800,"New York, NY",
569957163138883584,positive,0.6983,,,American,,brooks_angus,,0,@AmericanAir thanks,,2015-02-23 12:29:11 -0800,Greater Geelong ,
568995256525398016,negative,1.0,Flight Attendant Complaints,0.6776,United,,MyFitness52,,0,"@united to Late Flight now, but in future flights, train staff better to handle emergency situations, and ground staff in Customer Service",,2015-02-20 20:46:55 -0800,Washington,Arizona
569699694454001664,negative,1.0,Customer Service Issue,0.6421,US Airways,,LarrySandeen,,0,@USAirways The fact we did not get notified hindered our ability to look for alternate flights before they were snapped up.,"[0.0, 0.0]",2015-02-22 19:26:06 -0800,Southeastern Pennsylvania USA,
569316547673526272,positive,0.6997,,,United,,Mumon7,,0,@united Thanks for the upgrade- please try to get my company to approve more business class travel.,,2015-02-21 18:03:37 -0800,"Vancouver, WA",Pacific Time (US & Canada)
570193870769811456,negative,0.7,Customer Service Issue,0.7,American,,ianbeyer,,0,@AmericanAir Requiring customers to fill out all the contact information each time seems designed to prevent or limit interaction.,,2015-02-24 04:09:47 -0800,"Wichita, Kansas",Central Time (US & Canada)
569576214047760385,negative,1.0,Late Flight,1.0,Delta,,SedaEvis,,0,"@JetBlue come on! Already delayed 2+ hrs on flight 1415 as we waited for the pilot to come from Boston, now you reassign him?! Endless trip.",,2015-02-22 11:15:26 -0800,New York,
568874175693242369,neutral,1.0,,,US Airways,,dineeno4,,0,@USAirways if I have Dividend Miles credit card &amp; I used it to book my flight is one bag free?,,2015-02-20 12:45:47 -0800,Syracuse,Eastern Time (US & Canada)
570224927602839552,negative,1.0,Customer Service Issue,0.6576,American,,bsauce2011,,0,@AmericanAir ok. There is no one at the airport that is helping us. Another customer got told the flight isn't leaving till 1220,,2015-02-24 06:13:11 -0800,Fort Myers,Eastern Time (US & Canada)
568204964742496256,positive,1.0,,,Virgin America,,eganist,,0,"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",,2015-02-18 16:26:34 -0800,Washington D.C.,Eastern Time (US & Canada)
569144026084962305,negative,1.0,Customer Service Issue,1.0,US Airways,,ShelbyDrazen,,1,"@USAirways check in at St. Louis is so rude, even the TSA is nicer than them.",,2015-02-21 06:38:04 -0800,,Eastern Time (US & Canada)
570307949614256128,negative,0.6316,Bad Flight,0.3164,American,,ELLLORRAC,,0,@AmericanAir thanks for getting back to me. But I will find other airlines in the future.,,2015-02-24 11:43:05 -0800,,Central Time (US & Canada)
568180768804978688,negative,0.6842,Late Flight,0.6842,United,,gailmmath,,0,"@united I find this text funny, considering we are still sitting here because 2 seats need to be changed out. http://t.co/LoLuWfCi11",,2015-02-18 14:50:26 -0800,,
567736507687895040,neutral,0.6806,,,United,,BhutanOrient,,0,@united that's what I thought! Thanks for the clarification!,,2015-02-17 09:25:06 -0800,Bhutan,Pacific Time (US & Canada)
569658686999818241,negative,1.0,Cancelled Flight,1.0,American,,WishUpon_26,,0,"@AmericanAir My baggage is lost, my flight Cancelled Flightled and i get no accommodations? Not even to another airline. At least one free hotel?",,2015-02-22 16:43:09 -0800,KY,Eastern Time (US & Canada)
569296055478722560,negative,1.0,Lost Luggage,1.0,United,,maxcotter,,1,"@united thank you for leaving my bag in houston! despite what your system says, i was definitely on the flight!",,2015-02-21 16:42:11 -0800,toronto,Central Time (US & Canada)
569720008630149120,negative,1.0,Can't Tell,0.6589,American,,mjsorci,,0,@AmericanAir I have almost 3 million miles w u so I am loyal to u.  When r u going to reciprocate?  What a joke,,2015-02-22 20:46:49 -0800,,
570174713072369664,neutral,1.0,,,Delta,,DontenPhoto,,0,"@JetBlue Flight 1447 (N351JB) ""JBLU"" arrives at @FlyTPA following flight from Westchester County Airport http://t.co/xX2M2jxQep",,2015-02-24 02:53:39 -0800,"Englewood, Florida",Eastern Time (US & Canada)
568270132956409857,positive,0.6354,,,United,,travelwithMKJ,,0,@united did I win :),,2015-02-18 20:45:32 -0800,Sydney Australia ,Sydney
569659637575917568,negative,0.6491,Customer Service Issue,0.6491,Delta,,aaronkinnari,,0,"@JetBlue okay. Names of SJ crew are Alamo, Tatiana. Keep telling me to hold, then leave desk. Ali told me he couldn't help bc going on break",,2015-02-22 16:46:56 -0800,Gotham,Quito
569369416963633152,positive,1.0,,,United,,gwen1013,,0,@united thank you! Much appreciation for your help.,,2015-02-21 21:33:42 -0800,"New Haven, CT",
570268646544510976,negative,1.0,Customer Service Issue,0.3555,American,,weezerandburnie,,0,@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care,,2015-02-24 09:06:55 -0800,Belle MO,
569953672861388800,negative,1.0,Bad Flight,1.0,Southwest,,FactualRevolt,,0,"@SouthwestAir I can. Doesn't it seem fair that if our bags need to fit under our seats, we should need to fit in them?",,2015-02-23 12:15:19 -0800,,Arizona
569599713499963394,negative,1.0,Cancelled Flight,0.7185,United,,no_patients,,0,"@united thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst",,2015-02-22 12:48:49 -0800,,
569528451339673600,neutral,0.6635,,0.0,Delta,,calvinsavanna,,0,@JetBlue and ask she load the bag for my flight,,2015-02-22 08:05:38 -0800,"Naples, FL, Boston, MA",
568447131431931904,neutral,1.0,,,Southwest,,NicholasJamz,,0,@SouthwestAir question all.  When will I receive my yearly bonus point accumulation? I think it's around now but not sure.  Thanks! :),"[0.0, 0.0]",2015-02-19 08:28:52 -0800,UNICEF NYHQ,Eastern Time (US & Canada)
567985483135000576,negative,1.0,Customer Service Issue,1.0,United,,urno12,,0,@united &lt;&lt;&lt;&lt;&lt;------- shoddy customer service. Of no use whatsoever. #unitedairline,,2015-02-18 01:54:26 -0800,bonkers in Yonkers,New Delhi
569176777056079874,positive,1.0,,,Virgin America,,Recessionista,,0,@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!,,2015-02-21 08:48:13 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
569569272898445313,negative,1.0,Flight Attendant Complaints,0.6837,United,,gabi1985,,0,@united I unfortunately didn't get her name :( she was not nice!,,2015-02-22 10:47:51 -0800,"Washington, DC",Eastern Time (US & Canada)
567863121479536641,neutral,1.0,,,United,,FAiRChicago,,1,@united instead of Bourbon street how about #quiet #planes #SaveTheDiagonals,"[42.04836196, -87.74130154]",2015-02-17 17:48:13 -0800,"Chicago, IL",
569475092582789120,negative,1.0,Customer Service Issue,1.0,United,,traceyabbywhite,,0,@united is 4:30am and I am in the customer service line trying not to scream. #epicfailunited,,2015-02-22 04:33:37 -0800,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
569687606901940226,negative,0.6826,Late Flight,0.3651,American,,aliceliogier,,0,@AmericanAir is the situation at JFK this evening is going to get better or worse ? Do not Cancelled Flight a flight like yesterday after 8h delayed,,2015-02-22 18:38:04 -0800,,Amsterdam
569462004332646400,positive,1.0,,,Delta,,suek03,,0,@JetBlue okay thank you! I'll check with them again!,,2015-02-22 03:41:36 -0800,"Austin, TX",Eastern Time (US & Canada)
569323015550296064,negative,1.0,Cancelled Flight,1.0,United,,hsimpson100,,1,"@United - flight Cancelled Flightled. 4 hrs at airport to book a new one for $95. Just got two invoices for the flight, each for approx $300. Really?!",,2015-02-21 18:29:19 -0800,Belfast/Boston,
567737267095994368,neutral,0.685,,,Delta,,BritishAirNews,,0,@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/frrfxCCw7Z http://t.co/nKlW9SsVRQ,,2015-02-17 09:28:07 -0800,UK,Sydney
568105220410105857,negative,1.0,Flight Booking Problems,0.6747,United,,greghei1,,0,"@united (2/2) It suggests that if can't confirm cert at time of Flight Booking Problems, I should assume that it may never clear. Didn't used to be that way",,2015-02-18 09:50:14 -0800,"Fremont, California",Pacific Time (US & Canada)
568454161962049536,negative,0.662,Bad Flight,0.662,Delta,,GinaMPassantino,,0,@JetBlue What else could possibly take the place of coffee at that hour??Hope pilot wasn't relying on aircraft for caffeine. #needcoffee,,2015-02-19 08:56:48 -0800,"Amherst, NY",Eastern Time (US & Canada)
570284840752427008,negative,1.0,Flight Booking Problems,0.6651,Delta,,lizgottbrecht,,0,"@JetBlue can't book a flight because of outdated, forced opt-in ""Verified by Visa"" nonsense. Help a girl out? I just want to get to @sxsw",,2015-02-24 10:11:16 -0800,"Boston, MA ",Eastern Time (US & Canada)
568873031428415489,negative,1.0,Late Flight,1.0,United,,ssapol5722,,0,.@united I appreciate you looking. Can you compensate me on anything for my troubles? Still haven't taken off for a 10:30 am flight,,2015-02-20 12:41:14 -0800,New Jersey,Quito
570236690637459456,positive,1.0,,,American,,JohnCFitness,,0,@AmericanAir simply amazing. Smiles for miles.Thank u for my upgrade tomorrow for ORD.We are spending a lot of time together next few weeks!,,2015-02-24 06:59:56 -0800,World Wide.,Pacific Time (US & Canada)
569320844503228416,negative,1.0,Lost Luggage,0.6484,Southwest,,scoobydoo9749,,0,@SouthwestAir finally boarded. Looks like I'll make it to my final destination but my baggage won't # baggagefail #bagsflyfreebutnotwithme,"[39.1765188, -76.6696894]",2015-02-21 18:20:41 -0800,"Tallahassee, FL",America/Chicago
569931327253966849,negative,1.0,Bad Flight,1.0,American,,Aero0729,,0,@AmericanAir served the nastiest food Ive ever seen yesterday.Rubber chicken in slime. The ENTIRE cabin sent their food back.FAs can confirm,,2015-02-23 10:46:31 -0800,,
569794658479394817,negative,0.6752,Can't Tell,0.3392,American,,flemmingerin,,0,@AmericanAir extra night we have to stay in San Juan now. How can I check on that?,,2015-02-23 01:43:27 -0800,San Diego,
569321739093614592,negative,1.0,Cancelled Flight,1.0,United,,leahgenise,,0,@united Pay for my hotel.... I'm a broke student #help,,2015-02-21 18:24:14 -0800,,Quito
569631775766368256,negative,1.0,Can't Tell,0.6567,American,,skyfullofbacon,,0,"@AmericanAir not sure what this means but son and I will certainly have operational needs for seats during Flt. 1679 next Friday, yet...",,2015-02-22 14:56:13 -0800,Chicago,Central Time (US & Canada)
568258075431477248,negative,1.0,Customer Service Issue,1.0,US Airways,,tannapistolis,,0,@USAirways worst customer service. Still not providing me an answer even after I drove back to CLT airport. been rude &amp; unacceptable #fail,,2015-02-18 19:57:37 -0800,,Eastern Time (US & Canada)
568510886324744193,negative,0.66,Flight Booking Problems,0.34,US Airways,,Phil_Sports,,0,@USAirways $75 for that uncertainty? I know u run an account; u don't create policy. But it's an undue penalty for a job req'ing flexibility,,2015-02-19 12:42:12 -0800,"Bristol, CT",Eastern Time (US & Canada)
569683734951170048,negative,1.0,Customer Service Issue,1.0,United,,almaaa08,,0,@united resolved and im sick and tired of waiting on you. I want my refund and I'd like to speak to someone about it.,,2015-02-22 18:22:41 -0800,,Eastern Time (US & Canada)
569677636613439488,negative,1.0,Late Flight,1.0,United,,bobgiolito,,0,@united Why did you load us in this flying sardine can if you knew the pilots were 2 hours Late Flight?? #incompetent beyond belief,,2015-02-22 17:58:27 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
569097525690568704,neutral,0.6842,,,United,,Addair,,0,@united lets do that can you email boarding pass?,,2015-02-21 03:33:18 -0800,"Raleigh, NC",Eastern Time (US & Canada)
567848084572532736,negative,1.0,Can't Tell,0.6899,Delta,,Nickymkirk,,0,"@JetBlue understand that, but this policy of targeting your passengers is not good for business and should be addressed with security",,2015-02-17 16:48:28 -0800,Dorado,
569580275182772225,negative,1.0,Cancelled Flight,1.0,US Airways,,MrRenevendez,,0,@USAirways care to elaborate on why CHA to DCA is Cancelled Flightled this evening?,,2015-02-22 11:31:34 -0800,Where you least need me to be,
567807375667912704,negative,1.0,Late Flight,1.0,Delta,,Tubulus,,0,@jetblue any idea where the plane for flight 672 is coming from? I thought flight 305 from JFK but that wouldn't explain delay.,,2015-02-17 14:06:42 -0800,,Atlantic Time (Canada)
570279106090274817,positive,1.0,,,US Airways,,mlmoore2,,0,@USAirways great job today from your team with a challenging weather delay on flight 1925 out of Charlotte. #travel #friendlyteam,,2015-02-24 09:48:28 -0800,"Gulfport, MS",Central Time (US & Canada)
570309145276125185,negative,0.6361,Cancelled Flight,0.6361,Southwest,,tomcblock,,0,@SouthwestAir although I'm not happy you Cancelled Flighted my flight home tomorrow (phx to atl then dca) I am happy on how easy it was to rebook,,2015-02-24 11:47:50 -0800,"ÜT: 38.965477,-77.428287",Eastern Time (US & Canada)
569928034171498496,negative,0.6775,Customer Service Issue,0.3513,United,,EnriqueGtz_,,0,@united from MEX NRT (dates TBD) but I'm getting a 200 to 300 USD difference in my quotations through September when compared to MEX BKK,,2015-02-23 10:33:26 -0800,Mexico City,Central Time (US & Canada)
569886288691773440,negative,0.6559,Customer Service Issue,0.6559,United,,MikeShor,,1,"@united There is no ""reference number."" Your agent told me to ""just drive to the airport"" because ""I can't reach anyone there to deliver...""",,2015-02-23 07:47:33 -0800,"Coventry, Connecticut",Eastern Time (US & Canada)
570288380384292864,positive,0.6456,,0.0,Southwest,,jparkermastin,,0,@SouthwestAir  I USED to always fly Southwest.,,2015-02-24 10:25:19 -0800,,
567805887319912448,positive,1.0,,,Southwest,,DascenzoFan,,0,@SouthwestAir Awwweesssooomee!,,2015-02-17 14:00:47 -0800,"Tucson, AZ",Arizona
568798045799784448,positive,1.0,,,Delta,,dpcahoon,,0,@JetBlue you guys rock!! http://t.co/LA397zaoAY,,2015-02-20 07:43:16 -0800,"Cambridge, MA",Eastern Time (US & Canada)
570022372901847042,neutral,0.3435,,0.0,United,,goodenufmother,,0,Just sent thank u RT @united: @goodenufmother Please DM your confirmation number if reFlight Booking Problems is needed. Thank you. ^EY,,2015-02-23 16:48:18 -0800,GEM HQ (aka walk-in closet) NY,Eastern Time (US & Canada)
569221517298368512,neutral,0.6437,,,United,,itsmarisa,,0,"@united I'm aware, I fly a lot :) Just sad I had to change my shoes (boots), ha! #HappyFlight",,2015-02-21 11:46:00 -0800,,Eastern Time (US & Canada)
569670081946333184,negative,1.0,Bad Flight,0.6822,Southwest,,defscott627,,0,@southwestair on flight 3130 and I paid $8 for wifi that can't load a website functionally except for your own live streaming. Unacceptable.,,2015-02-22 17:28:26 -0800,,Quito
569436958281183233,negative,0.6842,Lost Luggage,0.6842,Delta,,logantracey,,0,"@JetBlue Yep, still waiting for bags at #JFK. What's the holdup? Looks like we are the only flight that got in at this time..??",,2015-02-22 02:02:05 -0800,new york city,Eastern Time (US & Canada)
569808684252942336,positive,1.0,,,United,,Steinberg1,,0,@united I am impressed with your super-fast reply to @CGJase,"[20.0615871, 110.18390431]",2015-02-23 02:39:11 -0800,Beijing,Beijing
569078332278513665,negative,0.664,Can't Tell,0.3423,United,,DaRenton,,0,"@united  UA 1706 there is no way a plane ""loses its software"" I believe you decided to do an upgrade...",,2015-02-21 02:17:02 -0800,Colorado,Mountain Time (US & Canada)
569866337427664897,neutral,0.6940000000000001,,,United,,artistanxiety,,0,@united Lisa J is amazing the guy not so much.,,2015-02-23 06:28:17 -0800,Punk is the preacher.,Arizona
570009034385805312,neutral,0.6832,,,United,,family6travels,,0,@united thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️,,2015-02-23 15:55:18 -0800,,
569575679722786816,neutral,1.0,,,Virgin America,,wildcatdad,,0,@VirginAmerica is your website ever coming back online?,,2015-02-22 11:13:18 -0800,,
569748289945362435,negative,1.0,Flight Attendant Complaints,0.3435,United,,chocolossus,,0,@united also didn't ice the frozen metal walkway. Wasted 40 minutes because no one knew how to do simple jobs.,,2015-02-22 22:39:12 -0800,"Vancouver, CA",
568449223730925571,negative,1.0,Customer Service Issue,0.7021,US Airways,,CaseyLemke,,0,@USAirways will these prices be honored? Ive waited this 1 1/2 hours on hold to make sure I can still get the prices I originally started,,2015-02-19 08:37:10 -0800,Denver,
570101910402940928,negative,1.0,Customer Service Issue,0.6451,American,,CinemaTim,,0,"@AmericanAir Thanks! Bleh, disconnected! Let's try this again!!",,2015-02-23 22:04:22 -0800,Founder of #MovieChurch,Central Time (US & Canada)
569247351392616448,negative,1.0,Late Flight,0.6236,Southwest,,heroestoheroes,,0,@SouthwestAir on hold for 45 mins. Anyone hv a connection at SW or at another airline to get from CHI n Columbus to EWR in am?,,2015-02-21 13:28:39 -0800,"Fort Lee, NJ",
568142526110019584,neutral,1.0,,,Virgin America,,wmrrock,,0,@VirginAmerica Only thing I see on passbook is Virgin Mobile Mexico. How do I integrate?,"[0.0, 0.0]",2015-02-18 12:18:28 -0800,CT,Eastern Time (US & Canada)
569658503570296832,negative,0.6361,Customer Service Issue,0.6361,United,,RyanSennett,,0,"@united why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?",,2015-02-22 16:42:25 -0800,"Vancouver, WA",Pacific Time (US & Canada)
570156989541687296,negative,1.0,Can't Tell,1.0,US Airways,,yorkshire2002,,0,@usairways  Thank you for allowing me to spend more money on vacation by buying things I already bought.,,2015-02-24 01:43:13 -0800,Kentucky,Eastern Time (US & Canada)
568515166410653696,neutral,0.6659,,,Southwest,,Erinopie,,0,@SouthwestAir will you ever have a nonstop from #SJC to #BNA?? We'll take #SFO or #OAK too! Pleaseeeeee thank you!,,2015-02-19 12:59:12 -0800,"Silicon Valley, CA",Pacific Time (US & Canada)
569967850670018560,negative,1.0,Flight Attendant Complaints,0.3469,United,,cristobalwong,,1,@united Apparently they are asking 20 people to off board the plane--how can such a big miscalculation be made?!,,2015-02-23 13:11:39 -0800,San Francisco Bay Area,
569326940252991488,negative,1.0,Can't Tell,0.6411,United,,patrick_maness,,0,@united Tell me that you're at least going to cover a room and get me out of here.,,2015-02-21 18:44:54 -0800,Rhode Island,Eastern Time (US & Canada)
568115571788808192,negative,1.0,Flight Attendant Complaints,1.0,Delta,,j_beatz247,,0,@JetBlue would love to respond to link but supervisor tore ticket up and refused to give me names and hid her badge from me,,2015-02-18 10:31:22 -0800,new orleans,
569247769166266368,negative,0.7053,Bad Flight,0.7053,Virgin America,,wmrrock,,0,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback,,2015-02-21 13:30:18 -0800,CT,Eastern Time (US & Canada)
569959975566467072,negative,1.0,Customer Service Issue,1.0,US Airways,,ElmiraBudMan,,0,@USAirways I find it funny that @PHLAirport responds but you don't. Your customer service is the worst. #wedontcarebecauseyoupaidalready,,2015-02-23 12:40:22 -0800,Does it really matter,
569967197478526976,negative,1.0,Can't Tell,0.6497,United,,aliasboogie,,0,@united Read my bio. See who I work with. I have NEVER encountered this with your airline before. Disappointed is an understatement.,,2015-02-23 13:09:04 -0800,"New York City, NY",Eastern Time (US & Canada)
568402562107498497,neutral,1.0,,,US Airways,,AntrimLens,,1,"@USAirways Flight US 723 from @DublinAirport to @PHLAirport passing over @LoveLoughNeagh at 20,000 ft this morning. http://t.co/FRd0cAy6DA",,2015-02-19 05:31:45 -0800,Loch nEathach Co Aontroim,Dublin
570048275367079937,negative,1.0,Flight Booking Problems,0.6713,US Airways,,alec1289,,0,@usairways I've been on hold for over an hour only b/c my CC miles aren't showing up. What a mediocre combo of cc &amp; airline #SwitchingBoth,,2015-02-23 18:31:14 -0800,Los Angeles,Pacific Time (US & Canada)
569686478046887937,negative,1.0,Cancelled Flight,0.6528,American,,KingFilson,,0,"@AmericanAir my wife's flight is Cancelled Flightled, told to call. No one answers. How do we book a flight? Help us please",,2015-02-22 18:33:35 -0800,,Central Time (US & Canada)
569710853160710144,negative,1.0,Lost Luggage,0.3682,United,,Nic_Thoman23,,0,"@united I tried the online tracking and they said something like ""attempting to locate luggage""","[45.67925887, -111.04844481]",2015-02-22 20:10:26 -0800,GLP,Eastern Time (US & Canada)
568204042964332544,positive,0.653,,,United,,parryaftab,,0,@united thnx,,2015-02-18 16:22:55 -0800,,Central Time (US & Canada)
569741854565998593,negative,1.0,Late Flight,0.6981,American,,Jimgotkp,,0,@AmericanAir Err 2 hour wait time for the Exec. Plat. line?,,2015-02-22 22:13:38 -0800,SEA,Indiana (East)
569592177312923650,negative,1.0,Cancelled Flight,1.0,American,,WishUpon_26,,0,@AmericanAir my flight was Cancelled Flightled from Laguardia to Louisville Ky and i am  stuck at the airport. Do you guys compensate for this?,,2015-02-22 12:18:52 -0800,KY,Eastern Time (US & Canada)
568803218488033282,negative,1.0,Customer Service Issue,1.0,United,,Selcukatli,,0,@united is a money sucking airline with terrible terrible customer service,,2015-02-20 08:03:49 -0800,San Francisco,Eastern Time (US & Canada)
569233955951480832,neutral,0.6576,,0.0,Southwest,,tausdad,,0,"@SouthwestAir hi, can you please tell me why today's flights from Chicago to DIA were Cancelled Flightled? Thanks!",,2015-02-21 12:35:25 -0800,"Denver, CO, USA",Mountain Time (US & Canada)
569928552621182976,negative,1.0,Cancelled Flight,1.0,United,,sarahali,,0,@united we've been here since 3am and you've Cancelled Flightled our flight twice,,2015-02-23 10:35:30 -0800,,
569230567759327233,negative,1.0,Bad Flight,0.6703,US Airways,,POnions,,0,@USAirways thanks for the seat that doesn't recline. I'm shocked I'm not being asked to serve everyone drinks on the plane.  #DoBetter,,2015-02-21 12:21:57 -0800,"CT, USA",Central Time (US & Canada)
568199101981937665,negative,1.0,Flight Attendant Complaints,0.6859999999999999,Delta,,BeautifulLifePD,,0,@JetBlue They did not have any &amp; asked if I wanted tea. How do you have tea&amp;not coffee? I'm a gold on United &amp; coffee I nvr think 2x about,"[40.51806327, -74.48518231]",2015-02-18 16:03:17 -0800,"Austin, TX",Quito
570257377460514816,negative,1.0,Flight Attendant Complaints,0.6667,United,,CassiusCCIDog,,1,@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (Continued),,2015-02-24 08:22:08 -0800,,
570021376024813568,neutral,0.6788,,0.0,United,,goodenufmother,,0,@United so what’s the deal? Do u provide voucher for overnight or am I cozy on the floor at #OHare ? #gross #HelpMePlease #AnyoneThere,,2015-02-23 16:44:21 -0800,GEM HQ (aka walk-in closet) NY,Eastern Time (US & Canada)
568900016636452864,negative,1.0,Lost Luggage,1.0,Delta,,CGjmf,,0,@JetBlue ...second incident of lost baggage.  I sent you a DM.  Thoughts?,,2015-02-20 14:28:28 -0800,"Miami, FL",
569333637382053889,negative,1.0,Lost Luggage,1.0,Southwest,,scoobydoo9749,,0,@SouthwestAir a week after Valentines day..not feeling the #LUV. Going on 11 hrs @BWI and don't my bags aren't even coming w me.,"[39.1780768, -76.670155]",2015-02-21 19:11:31 -0800,"Tallahassee, FL",America/Chicago
567778512548167680,positive,0.6714,,0.0,US Airways,,mdejock,,0,@USAirways thanks Travis at PHL A East checkin for knowing baggage policies. Skis &amp; boots count as 1. Teach your mgr who didn't know,,2015-02-17 12:12:00 -0800,,
569604466757865472,negative,1.0,Cancelled Flight,0.5057,American,,LIGal19,,0,@AmericanAir I have no transportation to and going to some other city and getting to NY sometime on Wed?! I'm sorry that's not gonna cut,,2015-02-22 13:07:42 -0800,"ÜT: 40.881241,-73.107717",Quito
569554826616381440,negative,1.0,Customer Service Issue,1.0,Southwest,,Million_Miler,,0,@SouthwestAir What's happened to your customer service? 2 Cancelled Flightled flights in 2 days &amp; an uninformed and unapologetic staff. #nolove #cali,,2015-02-22 09:50:27 -0800,,
569698892528222208,negative,0.6566,Flight Booking Problems,0.6566,Southwest,,GabiLieberman,,0,@SouthwestAir me again! I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed. Is this normal?,,2015-02-22 19:22:55 -0800,Chicago by way of California,Central Time (US & Canada)
569305705750114305,negative,0.7158,Customer Service Issue,0.3684,Delta,,MaliceDavericks,,0,"@JetBlue figured it out 4 flight 2morrow. Hard to believe with oil so low, and the killing u make that even part of a hotel can't be comp'd",,2015-02-21 17:20:32 -0800,"Rochester, NY",
569821519116955650,neutral,0.6591,,0.0,American,,melaine_cre,,0,"@AmericanAir Hello ! I cannot register for my tomorrow flight from Paris to Las Vegas ""This feature is currently unavailable"" appears ?",,2015-02-23 03:30:11 -0800,Saint Maur des Fossés,Paris
569542052259766272,negative,0.6809,longlines,0.3511,Delta,,KShay1985,,0,"@JetBlue this is ridiculous we are on 1.5 hours coming up of waiting to deplane, there are are newborns on board",,2015-02-22 08:59:41 -0800,"New York City, NY",
569345829653254145,negative,1.0,Lost Luggage,0.3521,Southwest,,portlandbridges,,0,"@SouthwestAir How to find out if my parents luggage really went to FLL on a Cancelled Flighted SW flight?  Called 1800IFlySWA, long long waits...",,2015-02-21 19:59:58 -0800,,
567801569157324800,neutral,0.6805,,0.0,Delta,,HAbbott4,,0,@JetBlue Does your home airport not count in the badge system? My TB account says 2 flights but I've taken 3 this year.,,2015-02-17 13:43:37 -0800,NY,Eastern Time (US & Canada)
569967632868188160,negative,1.0,Customer Service Issue,0.6675,United,,TheJessicaKill,,0,@united Just checking in again - what is the status of our claim.   It is going on 2 months with no attention to this?   We are very upset.,"[0.0, 0.0]",2015-02-23 13:10:47 -0800,Vancouver/Beverly Hills,Pacific Time (US & Canada)
569631041603788800,negative,1.0,Late Flight,0.6707,American,,Davitossss,,0,@AmericanAir u cant spell airline and I trusted you to get me home on time and safe you are the worst #gobankrupt http://t.co/aM9CuieWO4,,2015-02-22 14:53:18 -0800,,
570233306664591361,neutral,0.6703,,0.0,Delta,,scojjac,,0,"@JetBlue @JetBlueCheeps My friend bought a ticket last night for one of these routes from you, and it cost way more. Can you help?”",,2015-02-24 06:46:29 -0800,"Las Cruces, NM",Mountain Time (US & Canada)
569531988702576640,negative,1.0,Lost Luggage,0.684,United,,plazaroff,,0,@united DM'd you 4 hrs ago at your request. No response to be found .... just like my bag.,,2015-02-22 08:19:42 -0800,,Mountain Time (US & Canada)
568541894076026881,neutral,0.6687,,0.0,US Airways,,PrincessJax_,,0,@USAirways any word on whether or not flight 1971 from Seattle to Charlotte will have connections held? Or...,,2015-02-19 14:45:25 -0800,,
570197193254170624,negative,1.0,Flight Booking Problems,0.7,American,,jhamby1,,0,@AmericanAir The flight is the wrong day. Confirm # USXLON. Departure on 5/21 should be 5/22 for 2 people,,2015-02-24 04:22:59 -0800,"Winston-Salem, NC",Eastern Time (US & Canada)
568284538914385920,negative,0.6699,Can't Tell,0.6699,US Airways,,KBStrauss,,0,"@USAirways thank you.3860 to cincy.just landed.you should add frequent flyer miles to my account..  a long, incredibly frustrating day",,2015-02-18 21:42:46 -0800,New York City,Eastern Time (US & Canada)
